,loss,bound_loss,init_loss
481,0.009892597,0.0069245384,0.0029680578
482,0.009887386,0.006922061,0.0029653255
483,0.009882201,0.0069195884,0.0029626128
484,0.00987705,0.006917125,0.002959924
485,0.009871925,0.00691467,0.0029572553
486,0.009866832,0.006912222,0.0029546097
487,0.009861765,0.0069097816,0.0029519836
488,0.009856732,0.006907351,0.0029493815
489,0.009851734,0.0069049303,0.002946803
490,0.009846757,0.0069025154,0.0029442415
491,0.009841812,0.006900107,0.0029417037
492,0.0098369,0.0068977126,0.0029391882
493,0.009832011,0.00689532,0.002936691
494,0.009827145,0.006892933,0.0029342126
495,0.00982231,0.0068905544,0.0029317543
496,0.009817501,0.0068881847,0.0029293166
497,0.009812719,0.0068858196,0.0029268998
498,0.009807962,0.006883463,0.0029244998
499,0.009803227,0.00688111,0.0029221175
500,0.009798518,0.006878763,0.0029197556
501,0.009793839,0.0068764263,0.002917413
502,0.009789182,0.0068740943,0.0029150879
503,0.009784547,0.006871766,0.002912781
504,0.009779931,0.0068694423,0.00291049
505,0.009775332,0.0068671196,0.0029082138
506,0.009770767,0.006864808,0.0029059593
507,0.009766229,0.0068625044,0.002903725
508,0.009761718,0.00686021,0.0029015085
509,0.0097572245,0.006857917,0.0028993075
510,0.009752751,0.006855629,0.0028971229
511,0.009748298,0.0068533453,0.002894953
512,0.009743859,0.0068510626,0.0028927969
513,0.009739433,0.006848781,0.0028906523
514,0.009735039,0.0068465103,0.0028885296
515,0.00973066,0.00684424,0.0028864203
516,0.009726306,0.0068419785,0.0028843281
517,0.009721971,0.00683972,0.00288225
518,0.009717647,0.006837463,0.0028801833
519,0.009713349,0.0068352134,0.0028781348
520,0.009709063,0.006832965,0.0028760985
521,0.009704794,0.0068307184,0.0028740747
522,0.009700544,0.006828478,0.0028720659
523,0.009696319,0.0068262443,0.0028700735
524,0.009692104,0.006824011,0.0028680929
525,0.009687907,0.006821783,0.0028661245
526,0.009683724,0.0068195555,0.0028641678
527,0.009679548,0.0068173283,0.0028622206
528,0.009675394,0.0068151057,0.002860288
529,0.009671253,0.006812886,0.0028583668
530,0.009667139,0.006810675,0.0028564634
531,0.009663028,0.006808462,0.0028545668
532,0.009658922,0.006806247,0.0028526757
533,0.0096548395,0.0068040383,0.002850801
534,0.009650764,0.0068018287,0.0028489353
535,0.00964671,0.0067996266,0.0028470836
536,0.00964267,0.0067974273,0.0028452429
537,0.009638638,0.006795228,0.0028434107
538,0.009634619,0.00679303,0.0028415893
539,0.009630616,0.006790836,0.0028397795
540,0.0096266195,0.006788643,0.0028379764
541,0.009622632,0.006786449,0.002836183
542,0.009618658,0.0067842584,0.0028343983
543,0.009614688,0.0067820675,0.0028326213
544,0.009610738,0.00677988,0.0028308572
545,0.009606798,0.0067776963,0.002829102
546,0.009602862,0.0067755096,0.0028273535
547,0.009598941,0.0067733265,0.0028256138
548,0.009595029,0.006771146,0.0028238834
549,0.009591124,0.0067689638,0.00282216
550,0.009587229,0.0067667835,0.0028204455
551,0.009583353,0.006764609,0.0028187428
552,0.009579484,0.006762437,0.002817048
553,0.009575625,0.0067602643,0.0028153602
554,0.009571771,0.006758092,0.0028136785
555,0.009567923,0.0067559187,0.0028120046
556,0.00956408,0.006753745,0.0028103357
557,0.009560256,0.006751577,0.002808679
558,0.009556439,0.0067494097,0.0028070295
559,0.009552629,0.0067472425,0.0028053848
560,0.009548825,0.0067450763,0.0028037485
561,0.009545032,0.006742912,0.0028021198
562,0.0095412405,0.006740745,0.0028004954
563,0.009537455,0.006738577,0.0027988767
564,0.009533681,0.006736415,0.0027972658
565,0.009529916,0.006734252,0.0027956634
566,0.009526153,0.0067320876,0.0027940653
567,0.009522396,0.0067299237,0.0027924727
568,0.0095186485,0.006727761,0.0027908878
569,0.009514911,0.0067256005,0.00278931
570,0.00951117,0.006723437,0.0027877335
571,0.009507437,0.0067212717,0.0027861649
572,0.009503711,0.006719109,0.0027846023
573,0.009499999,0.0067169503,0.0027830482
574,0.009496291,0.0067147934,0.0027814985
575,0.009492588,0.006712634,0.0027799553
576,0.009488887,0.006710473,0.0027784153
577,0.009485194,0.0067083123,0.002776882
578,0.009481507,0.0067061535,0.0027753543
579,0.009477821,0.006703994,0.002773828
580,0.009474144,0.0067018345,0.0027723105
581,0.009470471,0.0066996743,0.0027707971
582,0.009466802,0.0066975136,0.0027692884
583,0.009463139,0.006695353,0.0027677855
584,0.009459483,0.006693194,0.0027662888
585,0.00945583,0.0066910344,0.002764795
586,0.009452186,0.0066888775,0.0027633084
587,0.009448547,0.0066867196,0.002761828
588,0.00944491,0.006684562,0.0027603486
589,0.009441272,0.0066823997,0.0027588727
590,0.009437644,0.0066802404,0.002757404
591,0.009434014,0.0066780783,0.0027559362
592,0.009430384,0.0066759125,0.002754472
593,0.009426762,0.006673749,0.0027530137
594,0.009423156,0.006671591,0.0027515653
595,0.009419548,0.0066694315,0.0027501164
596,0.009415946,0.0066672713,0.002748674
597,0.009412341,0.0066651083,0.002747233
598,0.009408735,0.006662941,0.002745794
599,0.009405135,0.006660776,0.0027443592
600,0.009401547,0.006658613,0.0027429338
601,0.009397956,0.006656448,0.0027415075
602,0.00939437,0.006654283,0.0027400872
603,0.009390787,0.006652117,0.0027386702
604,0.009387209,0.0066499524,0.0027372576
605,0.009383626,0.006647782,0.0027358448
606,0.009380046,0.00664561,0.0027344357
607,0.009376469,0.006643439,0.0027330294
608,0.0093729,0.0066412683,0.0027316308
609,0.00936933,0.0066390974,0.0027302324
610,0.009365771,0.00663693,0.0027288413
611,0.00936221,0.006634759,0.002727451
612,0.009358645,0.006632583,0.0027260631
613,0.009355093,0.006630412,0.002724682
614,0.009351539,0.006628238,0.002723302
615,0.009347995,0.0066260677,0.0027219278
616,0.009344448,0.0066238935,0.0027205546
617,0.0093409,0.006621716,0.0027191842
618,0.009337356,0.0066195396,0.002717817
619,0.009333818,0.006617364,0.0027164537
620,0.009330273,0.0066151824,0.0027150903
621,0.009326726,0.006612998,0.0027137275
622,0.009323186,0.0066108163,0.0027123701
623,0.00931965,0.0066086347,0.002711016
624,0.00931612,0.0066064526,0.002709667
625,0.009312582,0.006604266,0.002708316
626,0.009309043,0.006602077,0.0027069664
627,0.009305502,0.006599883,0.002705619
628,0.009301975,0.0065976973,0.0027042783
629,0.009298458,0.0065955133,0.0027029447
630,0.009294935,0.0065933256,0.0027016094
631,0.009291408,0.006591134,0.002700274
632,0.009287879,0.0065889377,0.0026989412
633,0.009284356,0.006586744,0.0026976115
634,0.009280826,0.006584544,0.0026962815
635,0.009277296,0.0065823435,0.0026949525
636,0.009273778,0.0065801474,0.0026936305
637,0.009270262,0.0065779504,0.0026923122
638,0.00926675,0.0065757534,0.0026909963
639,0.0092632305,0.006573551,0.0026896792
640,0.009259712,0.0065713474,0.0026883634
641,0.009256192,0.006569142,0.0026870503
642,0.009252673,0.006566934,0.0026857385
643,0.009249155,0.006564725,0.00268443
644,0.009245637,0.0065625147,0.0026831217
645,0.009242126,0.0065603065,0.002681819
646,0.009238609,0.006558094,0.0026805152
647,0.009235098,0.006555883,0.002679215
648,0.009231583,0.006553667,0.0026779154
649,0.00922807,0.0065514524,0.0026766183
650,0.009224562,0.006549237,0.002675325
651,0.009221055,0.006547022,0.0026740327
652,0.009217537,0.006544799,0.0026727382
653,0.00921402,0.0065425746,0.002671445
654,0.009210505,0.006540349,0.0026701551
655,0.009206989,0.006538123,0.0026688662
656,0.009203481,0.006535899,0.0026675817
657,0.009199974,0.0065336735,0.0026663002
658,0.009196459,0.006531443,0.0026650168
659,0.009192949,0.0065292134,0.0026637365
660,0.009189434,0.0065269805,0.0026624545
661,0.009185913,0.0065247403,0.002661172
662,0.0091824,0.006522503,0.0026598955
663,0.0091788815,0.0065202643,0.0026586177
664,0.009175378,0.006518029,0.0026573476
665,0.00917187,0.006515791,0.0026560782
666,0.009168355,0.0065135485,0.002654806
667,0.009164837,0.006511302,0.0026535336
668,0.009161322,0.0065090563,0.002652266
