,loss,bound_loss,residual_loss,u_loss,v_loss,p_loss
219,0.35204986,0.34844023,0.0036095963,0.16357349,0.15252325,0.032343496
220,0.35026175,0.34682497,0.0034367852,0.1626049,0.15188849,0.032331552
221,0.3481987,0.3449536,0.0032451297,0.1614402,0.15119419,0.03231922
222,0.34584802,0.3427867,0.0030613174,0.16005608,0.1504243,0.03230635
223,0.3432193,0.34029472,0.0029245946,0.15844265,0.14955953,0.032292515
224,0.34034547,0.33746535,0.0028801213,0.15661111,0.14857742,0.032276817
225,0.33727223,0.33431086,0.0029613792,0.15459873,0.1474543,0.032257833
226,0.33404103,0.3308687,0.0031723387,0.15246344,0.14617118,0.032234054
227,0.33068603,0.32719064,0.003495384,0.15026584,0.14472,0.03220483
228,0.3272261,0.3233245,0.003901653,0.14805323,0.14310038,0.03217087
229,0.3236548,0.31932268,0.0043321154,0.14587133,0.14131801,0.032133337
230,0.3199749,0.31524435,0.0047305143,0.14375703,0.13939431,0.032093
231,0.31622463,0.3111182,0.0051064305,0.14170179,0.13736579,0.032050617
232,0.31246477,0.3069805,0.0054843044,0.13969345,0.13528009,0.03200694
233,0.30876347,0.30287462,0.005888843,0.13771787,0.1331943,0.031962436
234,0.30519527,0.29885536,0.006339942,0.13576755,0.13117024,0.031917546
235,0.30181837,0.29498821,0.0068301363,0.13386254,0.12925287,0.03187284
236,0.29868153,0.29133886,0.007342643,0.13203551,0.12747505,0.031828295
237,0.2958164,0.2879663,0.007850101,0.1303314,0.12585145,0.031783454
238,0.29326397,0.2849185,0.008345488,0.12878522,0.124395445,0.031737786
239,0.29106688,0.28221798,0.008848946,0.12741125,0.1231158,0.031690918
240,0.28924173,0.27985534,0.009386396,0.12620564,0.12200667,0.031643055
241,0.28771734,0.27779227,0.00992504,0.12515543,0.12104167,0.031595193
242,0.28638992,0.27600572,0.010384191,0.124255106,0.12020209,0.031548522
243,0.28519347,0.27448732,0.010706178,0.123496726,0.119487025,0.031503536
244,0.2841026,0.27320045,0.010902147,0.1228561,0.11888418,0.03146015
245,0.28309998,0.2720859,0.011014106,0.12230865,0.11835877,0.031418476
246,0.2821704,0.27110285,0.011067504,0.121839404,0.1178845,0.03137898
247,0.28130287,0.27023107,0.01107178,0.121432304,0.11745671,0.03134205
248,0.28050417,0.26945585,0.011048308,0.1210734,0.11707467,0.031307764
249,0.27978653,0.26875997,0.011026549,0.12075295,0.11673093,0.031276107
250,0.2791451,0.2681278,0.011017312,0.120464444,0.11641636,0.031247
251,0.27856562,0.2675497,0.011015942,0.12020365,0.11612578,0.031220257
252,0.2780308,0.26701587,0.011014944,0.11996448,0.115855776,0.031195626
253,0.27752686,0.2665164,0.011010423,0.11974089,0.115602635,0.031172868
254,0.27704477,0.26604372,0.011001099,0.11952803,0.115363814,0.03115184
255,0.27657998,0.26559365,0.01098633,0.11932276,0.11513845,0.031132448
256,0.27613252,0.26516432,0.010968169,0.11912358,0.1149262,0.031114582
257,0.27570447,0.26475406,0.010950402,0.11892979,0.11472617,0.031098101
258,0.27529722,0.26436114,0.010936054,0.11874155,0.11453676,0.031082863
259,0.2749096,0.2639837,0.010925884,0.1185591,0.1143559,0.031068727
260,0.27453834,0.2636197,0.010918647,0.11838231,0.11418182,0.03105556
261,0.2741797,0.2632671,0.010912632,0.118210696,0.114013135,0.031043243
262,0.27383083,0.26292425,0.010906621,0.11804338,0.113849185,0.03103168
263,0.27349013,0.26259,0.010900161,0.117879555,0.11368964,0.031020805
264,0.27315715,0.26226372,0.010893407,0.11771865,0.113534495,0.031010572
265,0.2728319,0.26194507,0.010886843,0.11756035,0.11338377,0.03100093
266,0.2725145,0.26163352,0.01088099,0.11740448,0.113237225,0.030991828
267,0.2722047,0.2613286,0.010876093,0.117250845,0.11309453,0.030983215
268,0.2719018,0.2610297,0.010872099,0.11709932,0.112955354,0.030975044
269,0.2716049,0.26073617,0.0108687375,0.116949596,0.112819314,0.03096726
270,0.27131328,0.26044744,0.010865793,0.116801396,0.112686254,0.03095983
271,0.27102643,0.26016328,0.0108631505,0.11665453,0.112556025,0.030952726
272,0.27074414,0.25988325,0.010860892,0.1165088,0.11242853,0.030945912
273,0.27046618,0.25960702,0.010859165,0.116364025,0.1123036,0.03093937
274,0.27019233,0.25933436,0.01085801,0.11622021,0.112181045,0.030933077
275,0.26992232,0.2590649,0.010857428,0.11607722,0.11206065,0.030927006
276,0.26965576,0.25879842,0.010857361,0.11593497,0.11194233,0.030921135
277,0.26939252,0.25853473,0.010857798,0.11579333,0.11182593,0.03091545
278,0.2691323,0.25827357,0.010858705,0.115652226,0.1117114,0.030909937
279,0.26887494,0.25801483,0.010860111,0.115511574,0.111598685,0.030904582
280,0.26862043,0.25775844,0.010862021,0.11537127,0.111487746,0.030899376
281,0.26836854,0.25750417,0.010864405,0.11523131,0.11137853,0.030894306
282,0.26811916,0.25725192,0.010867278,0.1150916,0.11127094,0.030889357
283,0.26787224,0.2570016,0.010870614,0.114952125,0.111164965,0.030884525
284,0.26762757,0.25675315,0.0108744055,0.11481283,0.11106054,0.030879796
285,0.26738507,0.25650644,0.010878625,0.11467366,0.11095761,0.030875161
286,0.26714468,0.25626138,0.010883294,0.1145346,0.110856175,0.030870616
287,0.26690635,0.25601798,0.01088839,0.11439563,0.110756174,0.030866155
288,0.26667,0.25577608,0.010893899,0.11425672,0.11065759,0.03086177
289,0.26643553,0.25553566,0.010899829,0.114117846,0.11056038,0.030857455
290,0.26620284,0.2552967,0.01090614,0.113979,0.11046451,0.030853203
291,0.26597205,0.25505918,0.010912873,0.11384015,0.11037,0.030849013
292,0.26574296,0.25482294,0.0109200105,0.1137013,0.110276796,0.030844878
293,0.26551569,0.25458813,0.0109275505,0.11356244,0.110184886,0.030840794
294,0.26529005,0.25435454,0.01093551,0.11342355,0.110094234,0.030836757
295,0.2650661,0.2541223,0.010943817,0.11328466,0.110004865,0.030832764
296,0.26484385,0.2538913,0.010952564,0.11314573,0.10991673,0.030828813
297,0.26462322,0.25366154,0.010961703,0.11300679,0.10982983,0.0308249
298,0.2644043,0.25343305,0.010971263,0.11286785,0.10974417,0.03082102
299,0.26418698,0.25320578,0.010981234,0.112728894,0.10965969,0.030817172
300,0.26397136,0.2529797,0.010991633,0.11258994,0.10957644,0.030813351
301,0.2637574,0.25275493,0.011002475,0.112450995,0.10949437,0.030809563
302,0.2635452,0.2525314,0.011013764,0.1123121,0.10941352,0.030805793
303,0.2633347,0.25230914,0.011025523,0.112173244,0.10933387,0.030802056
304,0.26312596,0.25208816,0.011037777,0.112034425,0.109255396,0.030798335
305,0.26291904,0.2518685,0.011050545,0.11189572,0.10917815,0.030794632
306,0.26271397,0.25165012,0.011063854,0.111757085,0.10910207,0.030790951
307,0.26251087,0.25143313,0.01107774,0.1116186,0.109027244,0.03078729
308,0.26230985,0.25121757,0.01109227,0.11148027,0.10895367,0.030783642
309,0.262111,0.2510035,0.011107478,0.11134217,0.10888134,0.030780006
310,0.26191437,0.25079092,0.011123436,0.111204244,0.108810306,0.030776387
311,0.26172024,0.25058,0.011140244,0.1110666,0.10874061,0.03077278
312,0.26152873,0.25037077,0.01115797,0.11092925,0.10867232,0.030769188
313,0.26134008,0.25016338,0.011176751,0.11079228,0.10860547,0.030765604
314,0.26115462,0.24995789,0.011196737,0.11065571,0.10854013,0.030762037
315,0.26097268,0.24975458,0.011218129,0.110519625,0.108476475,0.03075848
316,0.2607948,0.24955364,0.011241147,0.11038411,0.108414605,0.030754935
317,0.2606215,0.24935532,0.01126614,0.110249236,0.10835467,0.03075141
318,0.26045343,0.24915998,0.011293446,0.11011513,0.108296946,0.030747902
319,0.26029167,0.2489681,0.011323557,0.10998198,0.1082417,0.030744422
320,0.26013732,0.24878022,0.0113571035,0.10984993,0.10818933,0.03074097
321,0.25999203,0.2485971,0.011394887,0.10971923,0.108140305,0.030737568
322,0.25985762,0.24841979,0.011437876,0.10959025,0.10809529,0.030734235
323,0.25973672,0.24824938,0.011487311,0.10946335,0.108055055,0.030730998
324,0.25963208,0.24808757,0.011544495,0.109339096,0.10802057,0.030727908
325,0.25954682,0.24793606,0.0116107315,0.10921812,0.1079929,0.030725032
326,0.25948325,0.24779661,0.011686663,0.10910113,0.107973024,0.030722458
327,0.2594416,0.24767041,0.01177117,0.108988725,0.1079614,0.030720303
328,0.25941592,0.24755688,0.011859074,0.10888114,0.10795702,0.030718695
329,0.2593903,0.24745142,0.011938866,0.10877756,0.107956134,0.030717745
330,0.25933573,0.24734382,0.011991878,0.1086756,0.107950784,0.030717459
331,0.25921625,0.24721834,0.011997876,0.1085711,0.10792955,0.03071769
332,0.25900683,0.24705882,0.01194801,0.1084591,0.10788163,0.030718088
333,0.25871125,0.24685776,0.011853471,0.10833621,0.107803464,0.030718103
334,0.25835434,0.24662061,0.011733716,0.10820286,0.10770061,0.03071711
335,0.2579599,0.24636137,0.011598523,0.1080635,0.10758321,0.03071467
336,0.2575541,0.24609697,0.011457173,0.10792394,0.10746215,0.030710867
337,0.25718084,0.24584475,0.011336103,0.10778878,0.107349575,0.030706394
338,0.25688323,0.24561796,0.011265269,0.10766008,0.10725582,0.03070208
339,0.25667286,0.24542017,0.011252681,0.107537374,0.10718433,0.030698467
340,0.25652796,0.24524514,0.011282791,0.10741879,0.107130766,0.030695602
341,0.25641498,0.24508281,0.0113321515,0.10730226,0.107087314,0.030693244
342,0.25630656,0.24492452,0.011382006,0.10718657,0.107046865,0.030691102
343,0.25618792,0.24476561,0.01142227,0.10707148,0.107005194,0.030688953
344,0.25605544,0.24460497,0.01145049,0.10695759,0.106960654,0.0306867
345,0.2559122,0.24444334,0.011468875,0.10684557,0.106913425,0.030684343
346,0.25576383,0.2442824,0.011481433,0.10673585,0.10686463,0.030681903
347,0.2556153,0.24412343,0.011491841,0.1066284,0.1068156,0.030679429
348,0.25546974,0.24396732,0.011502438,0.10652293,0.106767416,0.030676976
349,0.25532848,0.24381423,0.011514213,0.10641893,0.10672076,0.030674556
350,0.25519127,0.24366412,0.011527141,0.106316134,0.10667578,0.030672189
351,0.2550572,0.24351645,0.011540757,0.10621432,0.10663227,0.030669857
352,0.25492534,0.24337082,0.011554537,0.106113434,0.10658982,0.030667555
353,0.25479513,0.24322698,0.011568154,0.10601354,0.10654817,0.030665278
354,0.25466615,0.24308462,0.0115815,0.10591467,0.10650696,0.030663019
355,0.25453824,0.24294369,0.011594554,0.10581688,0.10646603,0.030660788
356,0.2544114,0.24280402,0.011607373,0.105720185,0.10642527,0.030658579
357,0.25428566,0.24266565,0.01162001,0.1056246,0.10638466,0.030656394
358,0.25416103,0.24252859,0.0116324695,0.10553012,0.10634421,0.030654237
